date,bank,from,to,rate
2019-03-07T00:00:00,Česká spořitelna,GBP,CZK,29.008
2019-03-07T00:00:00,Česká spořitelna,EUR,CZK,24.941
2019-03-07T00:00:00,Česká spořitelna,USD,CZK,22.048
2019-03-07T00:00:00,Česká spořitelna,CHF,CZK,21.964
2019-03-07T00:00:00,Česká spořitelna,CAD,CZK,16.443
2019-03-07T00:00:00,Česká spořitelna,AUD,CZK,15.512
2019-03-07T00:00:00,Česká spořitelna,NZD,CZK,14.943
2019-03-07T00:00:00,Česká spořitelna,BGN,CZK,12.751
2019-03-07T00:00:00,Česká spořitelna,CZK,HUF,12.030798845043313
2019-03-07T00:00:00,Česká spořitelna,TND,CZK,7.278
2019-03-07T00:00:00,Česká spořitelna,PLN,CZK,5.801
2019-03-07T00:00:00,Česká spořitelna,RON,CZK,5.255
2019-03-07T00:00:00,Česká spořitelna,CZK,JPY,4.820206304829847
2019-03-07T00:00:00,Česká spořitelna,TRY,CZK,4.068
2019-03-07T00:00:00,Česká spořitelna,HRK,CZK,3.36
2019-03-07T00:00:00,Česká spořitelna,DKK,CZK,3.343
2019-03-07T00:00:00,Česká spořitelna,HKD,CZK,2.809
2019-03-07T00:00:00,Česká spořitelna,CZK,RUB,2.8039479587258858
2019-03-07T00:00:00,Česká spořitelna,NOK,CZK,2.544
2019-03-07T00:00:00,Česká spořitelna,SEK,CZK,2.374
2019-03-07T00:00:00,Česká spořitelna,ZAR,CZK,1.552
2019-03-07T00:00:00,Česká spořitelna,CZK,ZAR,0.6131207847946045
2019-03-07T00:00:00,Česká spořitelna,CZK,SEK,0.40064102564102566
2019-03-07T00:00:00,Česká spořitelna,CZK,NOK,0.3738317757009346
2019-03-07T00:00:00,Česká spořitelna,CZK,HKD,0.3386386725364037
2019-03-07T00:00:00,Česká spořitelna,RUB,CZK,0.32921
2019-03-07T00:00:00,Česká spořitelna,CZK,DKK,0.28457598178713717
2019-03-07T00:00:00,Česká spořitelna,CZK,HRK,0.28312570781426954
2019-03-07T00:00:00,Česká spořitelna,CZK,TRY,0.23386342376052385
2019-03-07T00:00:00,Česká spořitelna,JPY,CZK,0.19734000000000002
2019-03-07T00:00:00,Česká spořitelna,CZK,RON,0.18099547511312217
2019-03-07T00:00:00,Česká spořitelna,CZK,PLN,0.1639881928501148
2019-03-07T00:00:00,Česká spořitelna,CZK,TND,0.13070186903672723
2019-03-07T00:00:00,Česká spořitelna,HUF,CZK,0.07905999999999999
2019-03-07T00:00:00,Česká spořitelna,CZK,BGN,0.07459903021260723
2019-03-07T00:00:00,Česká spořitelna,CZK,NZD,0.06365777579731365
2019-03-07T00:00:00,Česká spořitelna,CZK,AUD,0.06132335806708776
2019-03-07T00:00:00,Česká spořitelna,CZK,CAD,0.05785028346638898
2019-03-07T00:00:00,Česká spořitelna,CZK,CHF,0.043306916114503484
2019-03-07T00:00:00,Česká spořitelna,CZK,USD,0.043144361032013114
2019-03-07T00:00:00,Česká spořitelna,CZK,EUR,0.03813882532418002
2019-03-07T00:00:00,Česká spořitelna,CZK,GBP,0.03279118572927597
2019-03-08T00:00:00,Česká spořitelna,GBP,CZK,29.11
2019-03-08T00:00:00,Česká spořitelna,EUR,CZK,24.96
2019-03-08T00:00:00,Česká spořitelna,USD,CZK,22.212
2019-03-08T00:00:00,Česká spořitelna,CHF,CZK,22.032
2019-03-08T00:00:00,Česká spořitelna,CAD,CZK,16.54
2019-03-08T00:00:00,Česká spořitelna,AUD,CZK,15.63
2019-03-08T00:00:00,Česká spořitelna,NZD,CZK,15.051
2019-03-08T00:00:00,Česká spořitelna,BGN,CZK,12.761
2019-03-08T00:00:00,Česká spořitelna,CZK,HUF,12.019230769230768
2019-03-08T00:00:00,Česká spořitelna,TND,CZK,7.308
2019-03-08T00:00:00,Česká spořitelna,PLN,CZK,5.801
2019-03-08T00:00:00,Česká spořitelna,RON,CZK,5.265
2019-03-08T00:00:00,Česká spořitelna,CZK,JPY,4.779429336137266
2019-03-08T00:00:00,Česká spořitelna,TRY,CZK,4.074
2019-03-08T00:00:00,Česká spořitelna,HRK,CZK,3.366
2019-03-08T00:00:00,Česká spořitelna,DKK,CZK,3.345
2019-03-08T00:00:00,Česká spořitelna,HKD,CZK,2.83
2019-03-08T00:00:00,Česká spořitelna,CZK,RUB,2.7891668758541823
2019-03-08T00:00:00,Česká spořitelna,NOK,CZK,2.547
2019-03-08T00:00:00,Česká spořitelna,SEK,CZK,2.362
2019-03-08T00:00:00,Česká spořitelna,ZAR,CZK,1.545
2019-03-08T00:00:00,Česká spořitelna,CZK,ZAR,0.6157635467980295
2019-03-08T00:00:00,Česká spořitelna,CZK,SEK,0.4027386226339106
2019-03-08T00:00:00,Česká spořitelna,CZK,NOK,0.3735524841240194
2019-03-08T00:00:00,Česká spořitelna,CZK,HKD,0.3361344537815126
2019-03-08T00:00:00,Česká spořitelna,RUB,CZK,0.33094999999999997
2019-03-08T00:00:00,Česká spořitelna,CZK,DKK,0.2843332385555872
2019-03-08T00:00:00,Česká spořitelna,CZK,HRK,0.2825656965244419
2019-03-08T00:00:00,Česká spořitelna,CZK,TRY,0.23348120476301656
2019-03-08T00:00:00,Česká spořitelna,JPY,CZK,0.19902999999999998
2019-03-08T00:00:00,Česká spořitelna,CZK,RON,0.18066847335140018
2019-03-08T00:00:00,Česká spořitelna,CZK,PLN,0.1639881928501148
2019-03-08T00:00:00,Česká spořitelna,CZK,TND,0.1301744337412132
2019-03-08T00:00:00,Česká spořitelna,HUF,CZK,0.07914
2019-03-08T00:00:00,Česká spořitelna,CZK,BGN,0.07454342154304883
2019-03-08T00:00:00,Česká spořitelna,CZK,NZD,0.06319914049168932
2019-03-08T00:00:00,Česká spořitelna,CZK,AUD,0.060860568437709206
2019-03-08T00:00:00,Česká spořitelna,CZK,CAD,0.05751092707614446
2019-03-08T00:00:00,Česká spořitelna,CZK,CHF,0.04317416457991538
2019-03-08T00:00:00,Česká spořitelna,CZK,USD,0.042824718427476344
2019-03-08T00:00:00,Česká spořitelna,CZK,EUR,0.038109756097560975
2019-03-08T00:00:00,Česká spořitelna,CZK,GBP,0.032676534980230695
2019-03-11T00:00:00,Česká spořitelna,GBP,CZK,29.042
2019-03-11T00:00:00,Česká spořitelna,EUR,CZK,24.999
2019-03-11T00:00:00,Česká spořitelna,USD,CZK,22.249
2019-03-11T00:00:00,Česká spořitelna,CHF,CZK,22.087
2019-03-11T00:00:00,Česká spořitelna,CAD,CZK,16.577
2019-03-11T00:00:00,Česká spořitelna,AUD,CZK,15.67
2019-03-11T00:00:00,Česká spořitelna,NZD,CZK,15.129
2019-03-11T00:00:00,Česká spořitelna,BGN,CZK,12.781
2019-03-11T00:00:00,Česká spořitelna,CZK,HUF,11.99616122840691
2019-03-11T00:00:00,Česká spořitelna,TND,CZK,7.323
2019-03-11T00:00:00,Česká spořitelna,PLN,CZK,5.818
2019-03-11T00:00:00,Česká spořitelna,RON,CZK,5.267
2019-03-11T00:00:00,Česká spořitelna,CZK,JPY,4.745408816969582
2019-03-11T00:00:00,Česká spořitelna,TRY,CZK,4.09
2019-03-11T00:00:00,Česká spořitelna,HRK,CZK,3.371
2019-03-11T00:00:00,Česká spořitelna,DKK,CZK,3.351
2019-03-11T00:00:00,Česká spořitelna,HKD,CZK,2.834
2019-03-11T00:00:00,Česká spořitelna,CZK,RUB,2.8008850796851803
2019-03-11T00:00:00,Česká spořitelna,NOK,CZK,2.534
2019-03-11T00:00:00,Česká spořitelna,SEK,CZK,2.355
2019-03-11T00:00:00,Česká spořitelna,ZAR,CZK,1.541
2019-03-11T00:00:00,Česká spořitelna,CZK,ZAR,0.6172839506172839
2019-03-11T00:00:00,Česká spořitelna,CZK,SEK,0.40404040404040403
2019-03-11T00:00:00,Česká spořitelna,CZK,NOK,0.37537537537537535
2019-03-11T00:00:00,Česká spořitelna,CZK,HKD,0.33557046979865773
2019-03-11T00:00:00,Česká spořitelna,RUB,CZK,0.32957000000000003
2019-03-11T00:00:00,Česká spořitelna,CZK,DKK,0.2838489923360772
2019-03-11T00:00:00,Česká spořitelna,CZK,HRK,0.28216704288939054
2019-03-11T00:00:00,Česká spořitelna,CZK,TRY,0.23255813953488372
2019-03-11T00:00:00,Česká spořitelna,JPY,CZK,0.20045000000000002
2019-03-11T00:00:00,Česká spořitelna,CZK,RON,0.18057060310581435
2019-03-11T00:00:00,Česká spořitelna,CZK,PLN,0.16350555918901244
2019-03-11T00:00:00,Česká spořitelna,CZK,TND,0.12990387113535984
2019-03-11T00:00:00,Česká spořitelna,HUF,CZK,0.07929
2019-03-11T00:00:00,Česká spořitelna,CZK,BGN,0.07442137381856069
2019-03-11T00:00:00,Česká spořitelna,CZK,NZD,0.06287331027978624
2019-03-11T00:00:00,Česká spořitelna,CZK,AUD,0.06070171178827243
2019-03-11T00:00:00,Česká spořitelna,CZK,CAD,0.05738222298731853
2019-03-11T00:00:00,Česká spořitelna,CZK,CHF,0.0430681769240708
2019-03-11T00:00:00,Česká spořitelna,CZK,USD,0.04275331338178709
2019-03-11T00:00:00,Česká spořitelna,CZK,EUR,0.038050302499904876
2019-03-11T00:00:00,Česká spořitelna,CZK,GBP,0.0327535947070191
2019-03-12T00:00:00,Česká spořitelna,GBP,CZK,29.1
2019-03-12T00:00:00,Česká spořitelna,EUR,CZK,25.019
2019-03-12T00:00:00,Česká spořitelna,USD,CZK,22.254
2019-03-12T00:00:00,Česká spořitelna,CHF,CZK,22.043
2019-03-12T00:00:00,Česká spořitelna,CAD,CZK,16.601
2019-03-12T00:00:00,Česká spořitelna,AUD,CZK,15.707
2019-03-12T00:00:00,Česká spořitelna,NZD,CZK,15.194
2019-03-12T00:00:00,Česká spořitelna,BGN,CZK,12.791
2019-03-12T00:00:00,Česká spořitelna,CZK,HUF,11.999040076793857
2019-03-12T00:00:00,Česká spořitelna,TND,CZK,7.353
2019-03-12T00:00:00,Česká spořitelna,PLN,CZK,5.816
2019-03-12T00:00:00,Česká spořitelna,RON,CZK,5.269
2019-03-12T00:00:00,Česká spořitelna,CZK,JPY,4.753529495650521
2019-03-12T00:00:00,Česká spořitelna,TRY,CZK,4.088
2019-03-12T00:00:00,Česká spořitelna,HRK,CZK,3.375
2019-03-12T00:00:00,Česká spořitelna,DKK,CZK,3.353
2019-03-12T00:00:00,Česká spořitelna,HKD,CZK,2.835
2019-03-12T00:00:00,Česká spořitelna,CZK,RUB,2.784041871989755
2019-03-12T00:00:00,Česká spořitelna,NOK,CZK,2.561
2019-03-12T00:00:00,Česká spořitelna,SEK,CZK,2.365
2019-03-12T00:00:00,Česká spořitelna,ZAR,CZK,1.55
2019-03-12T00:00:00,Česká spořitelna,CZK,ZAR,0.6134969325153374
2019-03-12T00:00:00,Česká spořitelna,CZK,SEK,0.4020908725371934
2019-03-12T00:00:00,Česká spořitelna,CZK,NOK,0.3714710252600297
2019-03-12T00:00:00,Česká spořitelna,CZK,HKD,0.33557046979865773
2019-03-12T00:00:00,Česká spořitelna,RUB,CZK,0.33155999999999997
2019-03-12T00:00:00,Česká spořitelna,CZK,DKK,0.28368794326241137
2019-03-12T00:00:00,Česká spořitelna,CZK,HRK,0.2818489289740699
2019-03-12T00:00:00,Česká spořitelna,CZK,TRY,0.23266635644485806
2019-03-12T00:00:00,Česká spořitelna,JPY,CZK,0.20010000000000003
2019-03-12T00:00:00,Česká spořitelna,CZK,RON,0.18053800324968408
2019-03-12T00:00:00,Česká spořitelna,CZK,PLN,0.16355904481517827
2019-03-12T00:00:00,Česká spořitelna,CZK,TND,0.129366106080207
2019-03-12T00:00:00,Česká spořitelna,HUF,CZK,0.07927
2019-03-12T00:00:00,Česká spořitelna,CZK,BGN,0.07436602959767978
2019-03-12T00:00:00,Česká spořitelna,CZK,NZD,0.06260564702936204
2019-03-12T00:00:00,Česká spořitelna,CZK,AUD,0.060558347968267416
2019-03-12T00:00:00,Česká spořitelna,CZK,CAD,0.057300022920009165
2019-03-12T00:00:00,Česká spořitelna,CZK,CHF,0.043153670219652183
2019-03-12T00:00:00,Česká spořitelna,CZK,USD,0.042742349119507604
2019-03-12T00:00:00,Česká spořitelna,CZK,EUR,0.03801992243935822
2019-03-12T00:00:00,Česká spořitelna,CZK,GBP,0.03268828451882845
2019-03-13T00:00:00,Česká spořitelna,GBP,CZK,29.104
2019-03-13T00:00:00,Česká spořitelna,EUR,CZK,25.019
2019-03-13T00:00:00,Česká spořitelna,USD,CZK,22.196
2019-03-13T00:00:00,Česká spořitelna,CHF,CZK,22.035
2019-03-13T00:00:00,Česká spořitelna,CAD,CZK,16.585
2019-03-13T00:00:00,Česká spořitelna,AUD,CZK,15.722
2019-03-13T00:00:00,Česká spořitelna,NZD,CZK,15.236
2019-03-13T00:00:00,Česká spořitelna,BGN,CZK,12.789
2019-03-13T00:00:00,Česká spořitelna,CZK,HUF,11.990407673860911
2019-03-13T00:00:00,Česká spořitelna,TND,CZK,7.342
2019-03-13T00:00:00,Česká spořitelna,PLN,CZK,5.82
2019-03-13T00:00:00,Česká spořitelna,RON,CZK,5.251
2019-03-13T00:00:00,Česká spořitelna,CZK,JPY,4.767353165522502
2019-03-13T00:00:00,Česká spořitelna,TRY,CZK,4.062
2019-03-13T00:00:00,Česká spořitelna,HRK,CZK,3.374
2019-03-13T00:00:00,Česká spořitelna,DKK,CZK,3.354
2019-03-13T00:00:00,Česká spořitelna,HKD,CZK,2.828
2019-03-13T00:00:00,Česká spořitelna,CZK,RUB,2.7770835069010524
2019-03-13T00:00:00,Česká spořitelna,NOK,CZK,2.569
2019-03-13T00:00:00,Česká spořitelna,SEK,CZK,2.367
2019-03-13T00:00:00,Česká spořitelna,ZAR,CZK,1.551
2019-03-13T00:00:00,Česká spořitelna,CZK,ZAR,0.6131207847946045
2019-03-13T00:00:00,Česká spořitelna,CZK,SEK,0.40192926045016075
2019-03-13T00:00:00,Česká spořitelna,CZK,NOK,0.3702332469455757
2019-03-13T00:00:00,Česká spořitelna,CZK,HKD,0.33636057854019513
2019-03-13T00:00:00,Česká spořitelna,RUB,CZK,0.33238999999999996
2019-03-13T00:00:00,Česká spořitelna,CZK,DKK,0.2836074872376631
2019-03-13T00:00:00,Česká spořitelna,CZK,HRK,0.281928390188892
2019-03-13T00:00:00,Česká spořitelna,CZK,TRY,0.23413720440177946
2019-03-13T00:00:00,Česká spořitelna,JPY,CZK,0.19952999999999999
2019-03-13T00:00:00,Česká spořitelna,CZK,RON,0.1811594202898551
2019-03-13T00:00:00,Česká spořitelna,CZK,PLN,0.16345210853220005
2019-03-13T00:00:00,Česká spořitelna,CZK,TND,0.12955045990413266
2019-03-13T00:00:00,Česká spořitelna,HUF,CZK,0.07933
2019-03-13T00:00:00,Česká spořitelna,CZK,BGN,0.07437709185570844
2019-03-13T00:00:00,Česká spořitelna,CZK,NZD,0.06243366423175376
2019-03-13T00:00:00,Česká spořitelna,CZK,AUD,0.06050338818973863
2019-03-13T00:00:00,Česká spořitelna,CZK,CAD,0.057352603808212894
2019-03-13T00:00:00,Česká spořitelna,CZK,CHF,0.043168573278653144
2019-03-13T00:00:00,Česká spořitelna,CZK,USD,0.042854081851296334
2019-03-13T00:00:00,Česká spořitelna,CZK,EUR,0.03801992243935822
2019-03-13T00:00:00,Česká spořitelna,CZK,GBP,0.03268401098182769
2019-03-14T00:00:00,Česká spořitelna,GBP,CZK,29.167
2019-03-14T00:00:00,Česká spořitelna,EUR,CZK,25.019
2019-03-14T00:00:00,Česká spořitelna,USD,CZK,22.129
2019-03-14T00:00:00,Česká spořitelna,CHF,CZK,21.995
2019-03-14T00:00:00,Česká spořitelna,CAD,CZK,16.608
2019-03-14T00:00:00,Česká spořitelna,AUD,CZK,15.643
2019-03-14T00:00:00,Česká spořitelna,NZD,CZK,15.135
2019-03-14T00:00:00,Česká spořitelna,BGN,CZK,12.788
2019-03-14T00:00:00,Česká spořitelna,CZK,HUF,11.963153487259241
2019-03-14T00:00:00,Česká spořitelna,TND,CZK,7.335
2019-03-14T00:00:00,Česká spořitelna,PLN,CZK,5.818
2019-03-14T00:00:00,Česká spořitelna,RON,CZK,5.238
2019-03-14T00:00:00,Česká spořitelna,CZK,JPY,4.786062984588877
2019-03-14T00:00:00,Česká spořitelna,TRY,CZK,4.045
2019-03-14T00:00:00,Česká spořitelna,HRK,CZK,3.372
2019-03-14T00:00:00,Česká spořitelna,DKK,CZK,3.353
2019-03-14T00:00:00,Česká spořitelna,HKD,CZK,2.819
2019-03-14T00:00:00,Česká spořitelna,CZK,RUB,2.7726176283028807
2019-03-14T00:00:00,Česká spořitelna,NOK,CZK,2.575
2019-03-14T00:00:00,Česká spořitelna,SEK,CZK,2.373
2019-03-14T00:00:00,Česká spořitelna,ZAR,CZK,1.536
2019-03-14T00:00:00,Česká spořitelna,CZK,ZAR,0.6195786864931846
2019-03-14T00:00:00,Česká spořitelna,CZK,SEK,0.4008016032064128
2019-03-14T00:00:00,Česká spořitelna,CZK,NOK,0.3694126339120798
2019-03-14T00:00:00,Česká spořitelna,CZK,HKD,0.33738191632928477
2019-03-14T00:00:00,Česká spořitelna,RUB,CZK,0.33292
2019-03-14T00:00:00,Česká spořitelna,CZK,DKK,0.28368794326241137
2019-03-14T00:00:00,Česká spořitelna,CZK,HRK,0.2820874471086037
2019-03-14T00:00:00,Česká spořitelna,CZK,TRY,0.2351281448389372
2019-03-14T00:00:00,Česká spořitelna,JPY,CZK,0.19875
2019-03-14T00:00:00,Česká spořitelna,CZK,RON,0.18162005085361424
2019-03-14T00:00:00,Česká spořitelna,CZK,PLN,0.16350555918901244
2019-03-14T00:00:00,Česká spořitelna,CZK,TND,0.12968486577616392
2019-03-14T00:00:00,Česká spořitelna,HUF,CZK,0.07951
2019-03-14T00:00:00,Česká spořitelna,CZK,BGN,0.07438262421898244
2019-03-14T00:00:00,Česká spořitelna,CZK,NZD,0.0628456510809452
2019-03-14T00:00:00,Česká spořitelna,CZK,AUD,0.060805058980907205
2019-03-14T00:00:00,Česká spořitelna,CZK,CAD,0.0572737686139748
2019-03-14T00:00:00,Česká spořitelna,CZK,CHF,0.043246983522899275
2019-03-14T00:00:00,Česká spořitelna,CZK,USD,0.04298486932599725
2019-03-14T00:00:00,Česká spořitelna,CZK,EUR,0.03801992243935822
2019-03-14T00:00:00,Česká spořitelna,CZK,GBP,0.03261365860022177
2019-03-15T00:00:00,Česká spořitelna,GBP,CZK,29.348
2019-03-15T00:00:00,Česká spořitelna,EUR,CZK,25.028
2019-03-15T00:00:00,Česká spořitelna,USD,CZK,22.146
2019-03-15T00:00:00,Česká spořitelna,CHF,CZK,22.051
2019-03-15T00:00:00,Česká spořitelna,CAD,CZK,16.621
2019-03-15T00:00:00,Česká spořitelna,AUD,CZK,15.62
2019-03-15T00:00:00,Česká spořitelna,NZD,CZK,15.088
2019-03-15T00:00:00,Česká spořitelna,BGN,CZK,12.796
2019-03-15T00:00:00,Česká spořitelna,CZK,HUF,11.950286806883364
2019-03-15T00:00:00,Česká spořitelna,TND,CZK,7.347
2019-03-15T00:00:00,Česká spořitelna,PLN,CZK,5.816
2019-03-15T00:00:00,Česká spořitelna,RON,CZK,5.252
2019-03-15T00:00:00,Česká spořitelna,CZK,JPY,4.793174519484254
2019-03-15T00:00:00,Česká spořitelna,TRY,CZK,4.049
2019-03-15T00:00:00,Česká spořitelna,HRK,CZK,3.372
2019-03-15T00:00:00,Česká spořitelna,DKK,CZK,3.354
2019-03-15T00:00:00,Česká spořitelna,HKD,CZK,2.821
2019-03-15T00:00:00,Česká spořitelna,CZK,RUB,2.7726176283028807
2019-03-15T00:00:00,Česká spořitelna,NOK,CZK,2.579
2019-03-15T00:00:00,Česká spořitelna,SEK,CZK,2.375
2019-03-15T00:00:00,Česká spořitelna,ZAR,CZK,1.529
2019-03-15T00:00:00,Česká spořitelna,CZK,ZAR,0.6222775357809583
2019-03-15T00:00:00,Česká spořitelna,CZK,SEK,0.40048057669203047
2019-03-15T00:00:00,Česká spořitelna,CZK,NOK,0.36886757654002217
2019-03-15T00:00:00,Česká spořitelna,CZK,HKD,0.33715441672285906
2019-03-15T00:00:00,Česká spořitelna,RUB,CZK,0.33293
2019-03-15T00:00:00,Česká spořitelna,CZK,DKK,0.2836074872376631
2019-03-15T00:00:00,Česká spořitelna,CZK,HRK,0.2820874471086037
2019-03-15T00:00:00,Česká spořitelna,CZK,TRY,0.23490721165139772
2019-03-15T00:00:00,Česká spořitelna,JPY,CZK,0.19845
2019-03-15T00:00:00,Česká spořitelna,CZK,RON,0.18109380659181457
2019-03-15T00:00:00,Česká spořitelna,CZK,PLN,0.16355904481517827
2019-03-15T00:00:00,Česká spořitelna,CZK,TND,0.1294665976178146
2019-03-15T00:00:00,Česká spořitelna,HUF,CZK,0.0796
2019-03-15T00:00:00,Česká spořitelna,CZK,BGN,0.07433838834374071
2019-03-15T00:00:00,Česká spořitelna,CZK,NZD,0.06304375236414071
2019-03-15T00:00:00,Česká spořitelna,CZK,AUD,0.060897631082150905
2019-03-15T00:00:00,Česká spořitelna,CZK,CAD,0.05723115664167573
2019-03-15T00:00:00,Česká spořitelna,CZK,CHF,0.04313691657320335
2019-03-15T00:00:00,Česká spořitelna,CZK,USD,0.04295163645734903
2019-03-15T00:00:00,Česká spořitelna,CZK,EUR,0.03800547278808148
2019-03-15T00:00:00,Česká spořitelna,CZK,GBP,0.03241175898616018
2019-03-18T00:00:00,Česká spořitelna,GBP,CZK,29.299
2019-03-18T00:00:00,Česká spořitelna,EUR,CZK,25.019
2019-03-18T00:00:00,Česká spořitelna,USD,CZK,22.075
2019-03-18T00:00:00,Česká spořitelna,CHF,CZK,22.022
2019-03-18T00:00:00,Česká spořitelna,CAD,CZK,16.537
2019-03-18T00:00:00,Česká spořitelna,AUD,CZK,15.646
2019-03-18T00:00:00,Česká spořitelna,NZD,CZK,15.123
2019-03-18T00:00:00,Česká spořitelna,BGN,CZK,12.793
2019-03-18T00:00:00,Česká spořitelna,CZK,HUF,11.953143676786995
2019-03-18T00:00:00,Česká spořitelna,TND,CZK,7.338
2019-03-18T00:00:00,Česká spořitelna,PLN,CZK,5.812
2019-03-18T00:00:00,Česká spořitelna,RON,CZK,5.258
2019-03-18T00:00:00,Česká spořitelna,CZK,JPY,4.804458537522821
2019-03-18T00:00:00,Česká spořitelna,TRY,CZK,4.035
